Brand,Model,Release year,Screen size (inches),Hard drive size (GB),RAM size (GB),Weight (grams),Retail price,Industry,Contract Lease Duration (months),Actual Lease Duration (months),Battery capacity (%),Observed resale price
Mystic,Arcane Artisan,2017,15,128,4,1221,1009,Travel and Hospitality,6,5,90.78,882
Mystic,Arcane Artisan,2017,15,128,4,1221,1029,Non-Profit Organizations,36,33,89.12,390
Mystic,Arcane Artisan,2017,15,128,4,1221,949,Telecommunications,24,24,94.85,506
Mystic,Arcane Artisan,2017,15,128,4,1221,1029,Aerospace and Defense,60,58,89.39,321
Mystic,Arcane Artisan,2017,15,128,4,1221,1069,Advertising and Marketing,12,12,93.08,661
Mystic,Arcane Artisan,2017,15,128,4,1221,1089,Aerospace and Defense,24,23,92.93,512
Mystic,Arcane Artisan,2017,15,128,4,1221,949,Event Management,24,24,91.35,468
Mystic,Arcane Artisan,2017,15,128,4,1221,989,Advertising and Marketing,12,11,84.98,635
Mystic,Arcane Artisan,2017,15,128,4,1221,889,Consulting,36,39,96.4,329
Mystic,Arcane Artisan,2017,15,128,4,1221,969,Logistics and Supply Chain Management,48,60,91.41,288
Mystic,Arcane Artisan,2017,15,128,4,1221,919,Telecommunications,24,26,86.19,385
Mystic,Arcane Artisan,2017,15,128,4,1221,999,Agriculture and Farming,36,38,82.25,305
Mystic,Arcane Artisan,2017,15,128,4,1221,999,Media and Entertainment,24,24,94.0,448
Mystic,Enigma Elite,2017,19,512,16,1377,3499,Media and Entertainment,12,10,97.8,2503
Mystic,Enigma Elite,2017,11,256,8,797,1099,Non-Profit Organizations,24,26,92.11,545
Mystic,Enigma Elite,2017,11,256,8,797,1149,Non-Profit Organizations,60,62,80.91,294
Mystic,Enigma Elite,2017,11,256,8,797,1109,Automotive and Transportation,48,52,96.19,371
Mystic,Enigma Elite,2017,19,512,16,1377,3579,Law and Legal Services,24,22,80.03,1491
Mystic,Enigma Elite,2017,19,512,16,1377,3519,Government and Public Sector,12,13,82.27,2486
Mystic,Enigma Elite,2017,19,512,16,1377,3459,Non-Profit Organizations,48,56,98.03,1378
Mystic,Enigma Elite,2017,11,256,8,797,1159,Research and Development,36,40,86.49,390
Mystic,Enigma Elite,2017,11,256,8,797,1069,Energy and Utilities,36,35,95.23,480
Mystic,Enigma Elite,2017,11,256,8,797,1059,Retail and E-Commerce,36,32,92.89,447
Mystic,Enigma Elite,2017,19,512,16,1377,3419,Financial Services and Banking,6,6,94.86,3219
Mystic,Enigma Elite,2017,11,256,8,797,1159,Sports and Recreation,12,12,83.05,713
Mystic,Enigma Elite,2017,19,512,16,1377,3509,Non-Profit Organizations,24,21,96.33,1958
Mystic,Enigma Elite,2017,19,512,16,1377,3519,Sports and Recreation,48,45,96.1,1368
Mystic,Enigma Elite,2017,11,256,8,797,1139,Event Management,48,47,92.91,399
Mystic,Enigma Elite,2017,19,512,16,1377,3479,Information Technology,6,6,91.59,2838
Mystic,Enigma Elite,2017,19,512,16,1377,3579,Event Management,48,48,95.88,1400
Mystic,Enigma Elite,2017,11,256,8,797,1159,Sports and Recreation,60,49,89.69,395
Mystic,Enigma Elite,2017,19,512,16,1377,3449,Real Estate and Property Management,12,11,90.41,2464
Mystic,Enigma Elite,2017,11,256,8,797,1129,Construction and Engineering,36,38,88.18,395
Mystic,Enigma Elite,2017,11,256,8,797,1069,Agriculture and Farming,36,28,94.38,530
Mystic,Enigma Elite,2017,11,256,8,797,1079,Travel and Hospitality,48,47,93.85,380
Mystic,Enigma Elite,2017,19,512,16,1377,3509,Research and Development,24,23,92.94,1689
Mystic,Enigma Elite,2017,11,256,8,797,1069,Event Management,24,23,91.3,579
Mystic,Enigma Elite,2017,11,256,8,797,1059,Logistics and Supply Chain Management,48,40,85.01,364
Mystic,Enigma Elite,2017,19,512,16,1377,3489,Telecommunications,36,42,85.53,1087
Mystic,Enigma Elite,2017,11,256,8,797,1129,Healthcare,24,22,90.41,597
Mystic,Enigma Elite,2017,11,256,8,797,1139,Logistics and Supply Chain Management,12,10,99.18,897
Mystic,Enigma Elite,2017,19,512,16,1377,3409,Real Estate and Property Management,36,37,93.07,1512
Mystic,Enigma Elite,2017,11,256,8,797,1159,Law and Legal Services,60,56,90.51,365
Mystic,Enigma Elite,2017,11,256,8,797,1059,Sports and Recreation,12,11,89.08,792
Mystic,Enigma Elite,2017,19,512,16,1377,3489,Law and Legal Services,60,57,82.63,982
Mystic,Enigma Elite,2017,19,512,16,1377,3469,Media and Entertainment,48,42,78.5,813
Mystic,Enigma Elite,2017,11,256,8,797,1159,Law and Legal Services,12,11,92.98,842
Mystic,Enigma Elite,2017,19,512,16,1377,3499,Sports and Recreation,12,14,84.32,2158
Mystic,Enigma Elite,2017,19,512,16,1377,3469,Law and Legal Services,48,47,88.74,1297
Mystic,Enigma Elite,2017,19,512,16,1377,3429,Financial Services and Banking,36,32,84.08,1075
Mystic,Enigma Elite,2017,19,512,16,1377,3499,Sports and Recreation,36,40,85.49,1140
Mystic,Enigma Elite,2017,11,256,8,797,1199,Information Technology,60,54,58.58,0
Mystic,Enigma Elite,2017,19,512,16,1377,3529,Consulting,6,5,84.41,3096
Mystic,Enigma Elite,2017,11,256,8,797,1149,Advertising and Marketing,48,52,92.47,369
Mystic,Enigma Elite,2017,11,256,8,797,999,Law and Legal Services,12,12,96.97,707
Mystic,Enigma Elite,2017,19,512,16,1377,3499,Logistics and Supply Chain Management,24,26,91.33,1740
Mystic,Enigma Elite,2017,11,256,8,797,1179,Agriculture and Farming,60,49,87.45,433
Mystic,Enigma Elite,2017,19,512,16,1377,3509,Energy and Utilities,60,65,87.45,1101
Mystic,Spectral X,2018,13,512,16,959,2499,Travel and Hospitality,24,24,91.04,1214
Mystic,Spectral X,2018,15,512,8,1107,1999,Agriculture and Farming,60,61,85.83,588
Mystic,Spectral X,2018,19,128,4,1402,1899,Information Technology,36,27,82.06,659
Mystic,Spectral X,2018,11,1028,4,811,2499,Healthcare,12,12,93.36,1584
Mystic,Spectral X,2018,19,128,8,1402,2099,Law and Legal Services,36,32,79.19,641
Mystic,Spectral X,2018,19,128,8,1402,2179,Non-Profit Organizations,6,4,85.67,2132
Mystic,Spectral X,2018,13,512,16,959,2599,Energy and Utilities,24,28,82.79,1160
Mystic,Spectral X,2018,11,1028,4,811,2549,Aerospace and Defense,6,5,98.98,2231
Mystic,Spectral X,2018,11,1028,4,811,2539,Media and Entertainment,24,21,94.1,1197
Mystic,Spectral X,2018,15,512,8,1107,2009,Consulting,48,48,93.8,729
Mystic,Spectral X,2018,19,128,8,1402,2059,Healthcare,24,25,90.13,973
Mystic,Spectral X,2018,19,128,4,1402,1929,Agriculture and Farming,60,61,90.81,584
Mystic,Spectral X,2018,19,128,4,1402,1879,Logistics and Supply Chain Management,48,51,89.98,596
Mystic,Spectral X,2018,11,1028,4,811,2459,Automotive and Transportation,24,26,82.48,789
Mystic,Spectral X,2018,11,1028,4,811,2509,Non-Profit Organizations,48,47,89.71,751
Mystic,Spectral X,2018,15,512,8,1107,1929,Sports and Recreation,24,25,97.18,1018
Mystic,Spectral X,2018,15,512,8,1107,1999,Sports and Recreation,48,46,92.59,732
Mystic,Spectral X,2018,19,128,4,1402,1919,Financial Services and Banking,12,13,83.7,1234
Mystic,Spectral X,2018,13,512,16,959,2459,Consulting,12,13,93.41,1589
Mystic,Spectral X,2018,19,128,4,1402,1909,Agriculture and Farming,24,24,83.22,842
Mystic,Spectral X,2018,11,1028,4,811,2479,Healthcare,6,6,91.87,2031
Mystic,Spectral X,2018,13,512,16,959,2559,Healthcare,60,63,94.17,896
Mystic,Spectral X,2018,11,1028,4,811,2409,Research and Development,48,52,92.16,635
Mystic,Spectral X,2018,15,512,8,1107,2089,Event Management,24,23,80.21,962
Mystic,Spectral X,2018,19,128,4,1402,1859,Construction and Engineering,12,10,89.77,1264
Mystic,Spectral X,2018,11,1028,4,811,2469,Sports and Recreation,12,13,97.56,1626
Mystic,Spectral X,2018,11,1028,4,811,2469,Telecommunications,24,23,96.74,1205
Mystic,Spectral X,2018,19,128,8,1402,2159,Aerospace and Defense,48,45,94.2,770
Mystic,Spectral X,2018,19,128,4,1402,1979,Travel and Hospitality,24,21,92.11,1066
Mystic,Spectral X,2018,13,512,16,959,2439,Manufacturing and Production,36,35,84.91,875
Mystic,Spectral X,2018,19,128,8,1402,2049,Sports and Recreation,36,38,91.74,729
Mystic,Spectral X,2018,13,512,16,959,2599,Advertising and Marketing,12,12,84.04,1627
Mystic,Spectral X,2018,13,512,16,959,2469,Government and Public Sector,6,5,85.67,2456
Mystic,Spectral X,2018,13,512,16,959,2399,Healthcare,6,6,85.77,2075
Mystic,Spectral X,2018,19,128,4,1402,1969,Retail and E-Commerce,60,63,84.01,510
Mystic,Spectral X,2018,19,128,4,1402,1989,Manufacturing and Production,24,21,88.05,910
Mystic,Spectral X,2018,11,1028,4,811,2479,Advertising and Marketing,12,10,91.87,1608
Mystic,Spectral X,2018,19,128,8,1402,2109,Healthcare,36,36,89.62,836
Mystic,Spectral X,2018,19,128,8,1402,2049,Retail and E-Commerce,12,12,89.67,1350
Mystic,Spectral X,2018,13,512,16,959,2519,Automotive and Transportation,36,34,90.66,1058
Mystic,Spectral X,2018,11,1028,4,811,2499,Automotive and Transportation,6,5,86.2,2130
Mystic,Spectral X,2018,19,128,8,1402,2019,Aerospace and Defense,24,20,83.9,943
Mystic,Spectral X,2018,19,128,4,1402,1839,Energy and Utilities,24,22,90.55,887
Mystic,Spectral X,2018,19,128,4,1402,1949,Financial Services and Banking,12,12,74.55,1201
Mystic,Spectral X,2018,19,128,8,1402,2149,Construction and Engineering,12,12,88.95,1334
Mystic,Spectral X,2018,19,128,8,1402,2099,Advertising and Marketing,36,37,97.6,873
Mystic,Spectral X,2018,15,512,8,1107,2059,Government and Public Sector,48,45,94.24,805
Mystic,Spectral X,2018,19,128,4,1402,1869,Advertising and Marketing,48,48,78.35,376
Mystic,Spectral X,2018,15,512,8,1107,1989,Healthcare,24,23,90.83,973
Mystic,Spectral X,2018,19,128,4,1402,1929,Advertising and Marketing,24,24,85.16,806
Mystic,Spectral X,2018,15,512,8,1107,2059,Research and Development,24,20,94.3,995
Mystic,Spectral X,2018,13,512,16,959,2519,Energy and Utilities,24,27,81.71,1025
Mystic,Spectral X,2018,11,1028,4,811,2529,Media and Entertainment,36,39,74.12,322
Mystic,Spectral X,2018,19,128,4,1402,1849,Energy and Utilities,36,34,85.49,675
Mystic,Spectral X,2018,15,512,8,1107,1889,Sports and Recreation,24,24,95.9,955
Mystic,Spectral X,2018,19,128,8,1402,2079,Media and Entertainment,36,28,89.51,821
Mystic,Spectral X,2018,11,1028,4,811,2459,Retail and E-Commerce,24,22,91.37,1151
Mystic,Spectral X,2018,19,128,4,1402,1869,Media and Entertainment,36,36,95.61,661
Mystic,Spectral X,2018,11,1028,4,811,2519,Consulting,12,13,93.03,1482
Mystic,Spectral X,2018,11,1028,4,811,2479,Education,6,5,86.12,1953
Mystic,Spectral X,2018,13,512,16,959,2539,Construction and Engineering,36,35,92.04,978
Mystic,Spectral X,2018,11,1028,4,811,2399,Event Management,36,29,93.12,922
Mystic,Spectral X,2018,19,128,4,1402,1939,Agriculture and Farming,24,22,86.57,906
Mystic,Spectral X,2018,11,1028,4,811,2359,Sports and Recreation,6,6,95.55,1869
Mystic,Spectral X,2018,11,1028,4,811,2549,Media and Entertainment,6,5,92.76,1950
Mystic,Spectral X,2018,15,512,8,1107,1999,Financial Services and Banking,24,24,93.47,961
Mystic,Spectral X,2018,19,128,8,1402,2129,Law and Legal Services,48,46,87.16,651
Mystic,Spectral X,2018,15,512,8,1107,2019,Event Management,12,12,94.69,1473
Mystic,Spectral X,2018,19,128,8,1402,2129,Aerospace and Defense,6,5,93.87,1703
Mystic,Spectral X,2018,13,512,16,959,2419,Manufacturing and Production,6,6,83.75,1864
Mystic,Spectral X,2018,11,1028,4,811,2569,Retail and E-Commerce,48,43,75.22,399
Mystic,Spectral X,2018,19,128,8,1402,2109,Event Management,6,6,86.87,1460
Mystic,Spectral X,2018,19,128,4,1402,1999,Logistics and Supply Chain Management,6,5,91.78,1962
Mystic,Spectral X,2018,19,128,8,1402,2079,Healthcare,36,36,86.68,730
Mystic,Spectral X,2018,13,512,16,959,2439,Sports and Recreation,24,28,93.31,1123
Mystic,Spectral X,2018,19,128,8,1402,2139,Law and Legal Services,12,11,88.65,1423
Mystic,Spectral X,2018,19,128,8,1402,2059,Real Estate and Property Management,6,5,95.56,1967
Mystic,Spectral X,2018,19,128,8,1402,2209,Retail and E-Commerce,36,31,76.73,636
Mystic,Spectral X,2018,15,512,8,1107,1979,Manufacturing and Production,48,50,82.64,508
Mystic,Spectral X,2018,15,512,8,1107,2009,Education,36,35,84.28,689
Mystic,Spectral X,2018,13,512,16,959,2549,Manufacturing and Production,24,22,85.27,1232
Mystic,Spectral X,2018,13,512,16,959,2539,Construction and Engineering,36,39,93.68,1053
Mystic,Spectral X,2018,13,512,16,959,2539,Retail and E-Commerce,60,58,81.22,663
Mystic,Spectral X,2018,11,1028,4,811,2559,Financial Services and Banking,36,35,77.83,583
Mystic,Spectral X,2018,19,128,4,1402,1859,Healthcare,12,12,94.26,1305
Mystic,Spectral X,2018,19,128,4,1402,1879,Aerospace and Defense,60,59,83.57,461
Mystic,Spectral X,2018,15,512,8,1107,2049,Financial Services and Banking,6,4,90.31,1833
Mystic,Spectral X,2018,11,1028,4,811,2509,Non-Profit Organizations,36,33,97.26,936
Mystic,Spectral X,2018,19,128,4,1402,1899,Aerospace and Defense,60,69,91.2,563
Mystic,Spectral X,2018,19,128,8,1402,2079,Non-Profit Organizations,12,9,93.4,1529
Mystic,Spectral X,2018,19,128,8,1402,2109,Event Management,12,13,85.12,1334
Mystic,Spectral X,2018,15,512,8,1107,2039,Telecommunications,12,10,93.88,1551
Mystic,Spectral X,2018,19,128,4,1402,1969,Consulting,36,37,91.39,687
Mystic,Spectral X,2018,19,128,8,1402,2169,Telecommunications,24,24,88.92,1075
Mystic,Spectral X,2018,19,128,4,1402,1919,Construction and Engineering,6,5,95.64,1563
Mystic,Spectral X,2018,19,128,4,1402,1929,Information Technology,24,24,94.24,932
Mystic,Spectral X,2018,13,512,16,959,2479,Media and Entertainment,12,9,83.7,1738
Mystic,Spectral X,2018,15,512,8,1107,2069,Sports and Recreation,12,11,92.52,1515
Mystic,Spectral X,2018,13,512,16,959,2509,Event Management,24,23,84.85,1222
Mystic,Spectral X,2018,13,512,16,959,2429,Logistics and Supply Chain Management,24,21,74.46,1035
Mystic,Spectral X,2018,19,128,4,1402,1959,Sports and Recreation,24,27,88.03,847
Mystic,Spectral X,2018,11,1028,4,811,2529,Education,24,20,88.03,1173
Mystic,Spectral X,2018,11,1028,4,811,2579,Healthcare,48,43,91.21,760
Mystic,Spectral X,2018,19,128,8,1402,2109,Media and Entertainment,36,31,90.98,808
Mystic,Spectral X,2018,15,512,8,1107,1939,Non-Profit Organizations,48,44,98.81,845
Mystic,Spectral X,2018,19,128,8,1402,2119,Research and Development,60,59,68.53,115
Mystic,Spectral X,2018,19,128,4,1402,1889,Sports and Recreation,48,45,95.19,709
Mystic,Spectral X,2018,19,128,8,1402,2119,Travel and Hospitality,36,33,88.21,790
Mystic,Spectral X,2018,13,512,16,959,2439,Healthcare,60,65,97.5,958
Mystic,Spectral X,2018,19,128,8,1402,2029,Information Technology,12,11,98.26,1474
Mystic,Spectral X,2018,15,512,8,1107,2059,Construction and Engineering,12,10,95.36,1556
Mystic,Spectral X,2018,13,512,16,959,2499,Logistics and Supply Chain Management,24,31,94.8,1075
Mystic,Spectral X,2018,19,128,8,1402,2139,Information Technology,36,34,84.32,687
Mystic,Spectral X,2018,11,1028,4,811,2499,Advertising and Marketing,24,24,89.66,1010
Mystic,Spectral X,2018,15,512,8,1107,1979,Event Management,12,12,91.17,1281
Mystic,Spectral X,2018,19,128,4,1402,1939,Construction and Engineering,24,21,91.93,952
Mystic,Spectral X,2018,13,512,16,959,2549,Telecommunications,36,37,92.26,1062
Mystic,Spectral X,2018,15,512,8,1107,1999,Media and Entertainment,36,38,90.19,721
Mystic,Spectral X,2018,15,512,8,1107,1999,Manufacturing and Production,24,22,98.32,1053
Mystic,Spectral X,2018,11,1028,4,811,2559,Financial Services and Banking,12,9,87.1,1792
Mystic,Spectral X,2018,19,128,8,1402,2069,Financial Services and Banking,24,27,84.33,837
Mystic,Spectral X,2018,15,512,8,1107,1989,Consulting,60,49,91.55,653
Mystic,Spectral X,2018,19,128,8,1402,2089,Research and Development,6,5,97.03,1908
Mystic,Spectral X,2018,13,512,16,959,2459,Agriculture and Farming,60,57,83.65,683
Mystic,Spectral X,2018,19,128,8,1402,2109,Consulting,24,25,91.12,900
Mystic,Spectral X,2018,19,128,4,1402,1929,Construction and Engineering,12,10,85.89,1288
Mystic,Spectral X,2018,13,512,16,959,2539,Media and Entertainment,60,60,93.92,868
Mystic,Spectral X,2018,11,1028,4,811,2599,Healthcare,36,37,92.4,887
Mystic,WizardWave W5,2017,14,1028,8,1025,2899,Manufacturing and Production,48,47,90.07,880
Mystic,WizardWave W5,2017,17,1028,16,1245,3999,Financial Services and Banking,36,32,86.31,1308
Mystic,WizardWave W5,2017,17,1028,16,1245,4069,Travel and Hospitality,48,45,93.98,1290
Mystic,WizardWave W5,2017,17,1028,16,1245,4039,Advertising and Marketing,12,12,88.3,2419
Mystic,WizardWave W5,2017,14,1028,8,1025,2869,Construction and Engineering,24,25,82.13,1042
Mystic,WizardWave W5,2017,14,1028,8,1025,2949,Aerospace and Defense,6,6,89.75,2272
Mystic,WizardWave W5,2017,14,1028,8,1025,2889,Law and Legal Services,24,23,88.96,1217
Mystic,WizardWave W5,2017,14,1028,8,1025,2869,Advertising and Marketing,36,32,91.83,998
Mystic,WizardWave W5,2017,17,1028,16,1245,4049,Logistics and Supply Chain Management,12,13,95.71,2524
Mystic,WizardWave W5,2017,17,1028,16,1245,4039,Consulting,48,47,97.4,1292
Mystic,WizardWave W5,2017,17,1028,16,1245,3929,Government and Public Sector,60,53,80.78,799
Mystic,WizardWave W5,2017,14,1028,8,1025,2869,Travel and Hospitality,12,11,98.02,1892
Mystic,WizardWave W5,2017,14,1028,8,1025,2839,Non-Profit Organizations,36,31,96.12,1187
Mystic,WizardWave W5,2017,14,1028,8,1025,2819,Event Management,48,54,92.1,784
Mystic,WizardWave W5,2017,17,1028,16,1245,3949,Agriculture and Farming,24,23,95.57,1973
Mystic,WizardWave W5,2017,17,1028,16,1245,3979,Event Management,24,23,95.98,1806
Mystic,WizardWave W5,2017,14,1028,8,1025,2839,Information Technology,12,11,87.77,1517
Mystic,WizardWave W5,2017,14,1028,8,1025,2829,Automotive and Transportation,36,40,96.75,1022
Mystic,WizardWave W5,2017,14,1028,8,1025,2979,Media and Entertainment,12,11,86.85,1820
Mystic,WizardWave W5,2017,17,1028,16,1245,3969,Information Technology,24,25,94.99,1694
Mystic,WizardWave W5,2017,17,1028,16,1245,4049,Advertising and Marketing,36,31,85.82,1301
Mystic,WizardWave W5,2017,14,1028,8,1025,2939,Telecommunications,36,36,76.32,606
Mystic,WizardWave W5,2017,17,1028,16,1245,4069,Logistics and Supply Chain Management,12,10,96.37,2801
Mystic,WizardWave W5,2017,14,1028,8,1025,2929,Event Management,36,33,89.61,1009
Mystic,WizardWave W5,2017,14,1028,8,1025,2829,Advertising and Marketing,24,22,87.14,1227
Mystic,WizardWave W5,2017,14,1028,8,1025,2899,Sports and Recreation,36,33,92.9,1150
Mystic,WizardWave W5,2017,14,1028,8,1025,2859,Government and Public Sector,12,12,90.19,1832
Mystic,WizardWave W5,2017,14,1028,8,1025,2909,Financial Services and Banking,6,5,95.39,2443
Mystic,WizardWave W5,2017,17,1028,16,1245,4089,Construction and Engineering,48,49,89.64,996
Mystic,WizardWave W5,2017,17,1028,16,1245,4019,Logistics and Supply Chain Management,12,14,94.11,2480
Mystic,WizardWave W5,2017,14,1028,8,1025,2949,Consulting,48,49,91.67,751
Mystic,WizardWave W5,2017,14,1028,8,1025,2909,Financial Services and Banking,6,5,83.42,2157
Mystic,WizardWave W5,2017,14,1028,8,1025,2859,Real Estate and Property Management,60,59,95.22,898
Mystic,WizardWave W5,2017,17,1028,16,1245,4019,Retail and E-Commerce,12,11,74.85,2313
Mystic,WizardWave W5,2017,17,1028,16,1245,4059,Telecommunications,6,5,82.73,3138
Mystic,WizardWave W5,2017,17,1028,16,1245,4029,Travel and Hospitality,60,57,93.18,1139
Mystic,WizardWave W5,2017,17,1028,16,1245,3979,Consulting,6,5,80.49,3326
Mystic,WizardWave W5,2017,14,1028,8,1025,2859,Logistics and Supply Chain Management,60,54,91.48,818
Mystic,WizardWave W5,2017,17,1028,16,1245,4049,Manufacturing and Production,12,12,90.66,2472
Mystic,WizardWave W5,2017,17,1028,16,1245,3999,Advertising and Marketing,48,39,91.21,1258
Mystic,WizardWave W5,2017,17,1028,16,1245,3979,Information Technology,36,33,91.11,1238
Mystic,WizardWave W5,2017,17,1028,16,1245,3969,Travel and Hospitality,24,23,96.9,1900
Mystic,WizardWave W5,2017,17,1028,16,1245,4079,Manufacturing and Production,6,5,86.6,3259
Mystic,WizardWave W5,2017,14,1028,8,1025,2849,Aerospace and Defense,6,7,94.56,2303
Mystic,WizardWave W5,2017,14,1028,8,1025,2889,Event Management,36,30,92.89,968
Mystic,WizardWave W5,2017,17,1028,16,1245,4099,Manufacturing and Production,6,4,91.34,3262
Mystic,WizardWave W5,2017,17,1028,16,1245,4059,Travel and Hospitality,12,11,84.14,2564
Mystic,WizardWave W5,2017,17,1028,16,1245,4019,Non-Profit Organizations,36,30,97.33,1888
Mystic,WizardWave W5,2017,14,1028,8,1025,2899,Aerospace and Defense,12,9,85.55,2127
Mystic,WizardWave W5,2017,14,1028,8,1025,2939,Travel and Hospitality,60,66,88.9,740
Mystic,WizardWave W5,2017,14,1028,8,1025,2879,Manufacturing and Production,12,10,88.52,1944
Mystic,WizardWave W5,2017,17,1028,16,1245,4059,Research and Development,36,34,85.29,1098
Nebula,StarSlate S2,2017,19,256,8,1407,2699,Advertising and Marketing,6,5,92.21,2310
Nebula,StarSlate S2,2017,13,256,8,963,1499,Telecommunications,6,4,88.78,1405
Nebula,StarSlate S2,2017,15,256,16,1111,2499,Manufacturing and Production,24,23,89.65,1388
Nebula,StarSlate S2,2017,14,256,4,1037,1399,Financial Services and Banking,24,25,84.58,753
Nebula,StarSlate S2,2017,11,256,16,815,2199,Energy and Utilities,36,32,95.79,1378
Nebula,StarSlate S2,2017,11,256,16,815,2189,Government and Public Sector,6,6,88.37,2074
Nebula,StarSlate S2,2017,13,256,8,963,1509,Automotive and Transportation,36,33,85.71,739
Nebula,StarSlate S2,2017,19,256,8,1407,2639,Manufacturing and Production,24,23,89.05,1642
Nebula,StarSlate S2,2017,19,256,8,1407,2639,Agriculture and Farming,24,23,94.52,1661
Nebula,StarSlate S2,2017,15,256,16,1111,2539,Research and Development,48,47,97.06,1138
Nebula,StarSlate S2,2017,14,256,4,1037,1389,Sports and Recreation,6,3,94.68,1414
Nebula,StarSlate S2,2017,13,256,8,963,1489,Non-Profit Organizations,12,13,90.96,1075
Nebula,StarSlate S2,2017,11,256,16,815,2269,Law and Legal Services,36,26,95.63,1340
Nebula,StarSlate S2,2017,11,256,16,815,2159,Energy and Utilities,48,41,95.67,1031
Nebula,StarSlate S2,2017,14,256,4,1037,1469,Aerospace and Defense,48,40,70.09,462
Nebula,StarSlate S2,2017,13,256,8,963,1489,Manufacturing and Production,12,13,94.46,1111
Nebula,StarSlate S2,2017,14,256,4,1037,1359,Logistics and Supply Chain Management,12,10,94.69,1079
Nebula,StarSlate S2,2017,15,256,16,1111,2459,Manufacturing and Production,36,40,89.42,1237
Nebula,StarSlate S2,2017,15,256,16,1111,2469,Aerospace and Defense,6,5,85.6,2184
Nebula,StarSlate S2,2017,19,256,8,1407,2739,Event Management,12,12,88.14,2185
Nebula,StarSlate S2,2017,15,256,16,1111,2469,Event Management,24,25,74.35,1184
Nebula,StarSlate S2,2017,14,256,4,1037,1389,Media and Entertainment,24,23,80.96,731
Nebula,StarSlate S2,2017,15,256,16,1111,2519,Real Estate and Property Management,12,14,93.81,1905
Nebula,StarSlate S2,2017,15,256,16,1111,2419,Event Management,12,11,96.31,1864
Nebula,StarSlate S2,2017,13,256,8,963,1549,Real Estate and Property Management,24,22,89.41,931
Nebula,StarSlate S2,2017,15,256,16,1111,2499,Construction and Engineering,36,41,83.22,1137
Nebula,StarSlate S2,2017,14,256,4,1037,1399,Construction and Engineering,24,22,91.1,880
Nebula,StarSlate S2,2017,14,256,4,1037,1389,Agriculture and Farming,48,44,86.21,596
Nebula,StarSlate S2,2017,13,256,8,963,1489,Manufacturing and Production,24,24,88.88,846
Nebula,StarSlate S2,2017,14,256,4,1037,1369,Aerospace and Defense,24,21,77.33,780
Nebula,StarSlate S2,2017,11,256,16,815,2219,Aerospace and Defense,36,33,94.06,1292
Nebula,StarSlate S2,2017,11,256,16,815,2159,Education,60,56,91.83,1008
Nebula,StarSlate S2,2017,19,256,8,1407,2649,Non-Profit Organizations,12,11,83.91,1902
Nebula,StarSlate S2,2017,19,256,8,1407,2739,Manufacturing and Production,60,56,93.94,1309
Nebula,StarSlate S2,2017,19,256,8,1407,2699,Event Management,36,36,96.85,1528
Nebula,StarSlate S2,2017,13,256,8,963,1469,Construction and Engineering,48,46,81.11,582
Nebula,StarSlate S2,2017,19,256,8,1407,2679,Non-Profit Organizations,12,12,78.37,1901
Nebula,StarSlate S2,2017,13,256,8,963,1439,Information Technology,24,23,92.6,875
Nebula,StarSlate S2,2017,14,256,4,1037,1419,Event Management,24,22,96.03,899
Nebula,StarSlate S2,2017,15,256,16,1111,2529,Logistics and Supply Chain Management,12,11,89.59,1867
Nebula,StarSlate S2,2017,19,256,8,1407,2729,Non-Profit Organizations,36,38,87.47,1271
Nebula,StarSlate S2,2017,11,256,16,815,2179,Energy and Utilities,6,6,89.99,1984
Nebula,StarSlate S2,2017,11,256,16,815,2159,Advertising and Marketing,12,10,70.5,1362
Nebula,StarSlate S2,2017,14,256,4,1037,1469,Healthcare,24,17,90.54,971
Nebula,StarSlate S2,2017,13,256,8,963,1489,Automotive and Transportation,12,11,91.93,1184
Nebula,StarSlate S2,2017,11,256,16,815,2219,Agriculture and Farming,24,22,85.1,1274
Nebula,StarSlate S2,2017,13,256,8,963,1549,Sports and Recreation,24,23,90.1,864
Nebula,StarSlate S2,2017,11,256,16,815,2169,Aerospace and Defense,24,23,91.5,1302
Nebula,StarSlate S2,2017,13,256,8,963,1489,Advertising and Marketing,12,12,94.86,1196
Nebula,StarSlate S2,2017,19,256,8,1407,2649,Construction and Engineering,24,18,77.11,1529
Nebula,StarSlate S2,2017,11,256,16,815,2259,Energy and Utilities,12,12,91.62,1571
Nebula,StarSlate S2,2017,15,256,16,1111,2529,Energy and Utilities,48,59,85.83,1076
Nebula,StarSlate S2,2017,19,256,8,1407,2639,Aerospace and Defense,36,38,91.7,1356
Nebula,StarSlate S2,2017,11,256,16,815,2269,Aerospace and Defense,6,5,94.48,2190
Nebula,StarSlate S2,2017,13,256,8,963,1489,Travel and Hospitality,36,36,95.66,801
Nebula,StarSlate S2,2017,11,256,16,815,2249,Government and Public Sector,12,12,94.25,1731
Nebula,StarSlate S2,2017,11,256,16,815,2219,Agriculture and Farming,36,35,98.92,1234
Nebula,StarSlate S2,2017,13,256,8,963,1489,Government and Public Sector,12,11,87.4,1122
Nebula,StarSlate S2,2017,19,256,8,1407,2649,Real Estate and Property Management,12,11,85.57,1956
Nebula,StarSlate S2,2017,13,256,8,963,1429,Real Estate and Property Management,48,44,94.38,748
Nebula,StarSlate S2,2017,13,256,8,963,1539,Education,24,20,73.69,748
